"CURRICULUM_STEP_NO","QUESTION","MEANING","ANSWER","DISTRACTOR_1","DISTRACTOR_2","DISTRACTOR_3","DISTRACTOR_4"
24,miss,그리워하다,"1",그리워하다,생각하다,상상하다,묘사하다
24,never,결코 ~않다,"1",결코 ~않다,~을 통해서,~을 돌보다,~인 체하다
24,paintbrush,붓,"3",지우개,연필,붓,캔버스
24,palette,팔레트,"2",붓,팔레트,지우개,연필
24,dig,파다,"2",뒤쫒다,파다,씹다,뛰다
24,help,도움,"3",어려움,문제,도움,제안
24,get into trouble,말썽을 일으키다,"3",감동하게 하다,"놀람, 놀라게 하다",말썽을 일으키다,좋은 성적을 내다
24,apartment building,아파트 건물,"2",대형마트,아파트 건물,백화점,창고
24,gray,회색의,"1",회색의,연두색의,노란색의,주황색의
24,rushing,세차게 흐르는,"1",세차게 흐르는,미끄러지다,포기하다,물을 주다
24,branch,(나뭇)가지,"4",(새의) 둥지,아침겸 점심,사슬,(나뭇)가지
24,firefighter,소방관,"3",변호사,경찰관,소방관,의사
24,rail,난간,"2",벽,난간,천장,베란다
24,pull,당기다,"1",당기다,밀다,건너뛰다,달리다
24,fur,털,"2",가죽,털,머리카락,손톱
24,oil,석유,"1",석유,물,석탄,전기
24,pen,"우리, 축사","3",농장,초원,"우리, 축사","창고, 헛간"
24,gutter,배수로,"4",빗물 배수관,지하 배수관들,수챗구멍의 쓰레기받이,배수로
24,underground pipes,지하 배수관들,"1",지하 배수관들,빗물 배수관,배수로,수챗구멍의 쓰레기받이
24,trunk,코끼리 코,"3",(새의) 부리,말발굽,코끼리 코,사슴 뿔
24,roll,구르다,"1",구르다,접다,미끄러지다,붙이다
24,pal,"친구, 단짝","2",이웃,"친구, 단짝",가족,동료
24,glad,기쁜,"3",슬픈,바쁜,기쁜,우울한
24,grade,"학년, 등급","4","훌륭한, 우수한",점수,"상, 상을 받다","학년, 등급"
24,miss,"놓치다, 빗맞히다","3",공부하다,"기대하다, 바라다","놓치다, 빗맞히다",만족하다
24,take a break,휴식을 취하다,"3",감동하게 하다,(병이) 악화되다,휴식을 취하다,기다리다
24,flat,"평평한, 납작한","3","훌륭한, 우수한","뻑뻑한, 진한, 걸쭉한","평평한, 납작한",깨끗한
24,bookshelves,"책꽂이들, 책장들","1","책꽂이들, 책장들","등, 전구","그림, 사진",꽃들
24,build,"짓다, 세우다","4","끼우다, 넣다","바랜, 시든","부서진, 깨진","짓다, 세우다"
24,yell,"외치다, 소리지르다","2",소곤거리다,"외치다, 소리지르다",노래하다,(고개를)끄덕이다
24,x-rays,"엑스선 촬영, 엑스선 사진들","4",혈액검사,초음파 검사,진찰받다,"엑스선 촬영, 엑스선 사진들"
24,deaf,"귀머거리의, 귀가 먼","4",안내견,"안경, 안경을 쓴","눈 먼, 장님인","귀머거리의, 귀가 먼"
24,alphabet,알파벳,"4",문법,스펠링,영어,알파벳
24,give up,포기하다,"4",기부하다,성공하다,실패하다,포기하다
30,bake,굽다,"4",굶다,볶다,자르다,굽다
30,flavor,"맛, 풍미","1","맛, 풍미",느낌,꽃,"밀가루, 가루"
30,flour,"밀가루, 가루","4",바닥,꽃,우유,"밀가루, 가루"
30,bring,가져오다,"1",가져오다,앉다,서다,빌리다
30,government,정부,"3",지도자,선거,정부,정책
30,policy,정책,"2",대통령,정책,시장,연설
30,society,사회,"4",시민,혁명,토론,사회
30,tradition,전통,"2",웃어른,전통,금지,"차이, 다름"
30,professor,교수,"4",학생,한 학기,성적,교수
30,media,대중매체,"3",내용,장면,대중매체,사실
30,deadline,마감 시간,"2",최근,마감 시간,잠깐,"지체, 지연"
30,spaceship,우주선,"1",우주선,"인공위성, 위성",은하수,우주 비행사
28,morning,"아침, 오전","2","나중에, 뒤에","아침, 오전",좋은,어떻게
28,every,모든,"2","교사, 선생님",모든,꼬리,크다
29,England,영국,"3",중국인,"조종사, 파일럿",영국,생계
28,job,직업,"2","조종사, 파일럿",직업,중국인,생계
29,job,직업,"2","조종사, 파일럿",직업,중국인,생계
28,favorite,가장 좋아하는,"1",가장 좋아하는,"보통, 대게",숙제,짧은
28,bus stop,버스 정류장,"3",박물관,사전,버스 정류장,"자주, 흔히"
28,dictionary,사전,"3",버스 정류장,"자주, 흔히",사전,박물관
28,baseball,야구,"4",~에 능숙하다,만나다,셔츠,야구
28,shirt,셔츠,"3",만나다,"어떤 것, 무언가",셔츠,야구
29,exercise,운동하다,"1",운동하다,소음,조용한,신선한
28,breakfast,아침 식사,"2",집,아침 식사,지난,어린이
28,children,어린이,"3",아침 식사,지난,어린이,집
29,last,지난,"4",어린이,도서관,아침 식사,지난
29,library,도서관,"2",집,도서관,어린이,아침 식사
28,station,"역, 정거장","2",지하철,"역, 정거장",보여 주다,"주문하다, 주문"
29,remember,기억하다,"1",기억하다,보여 주다,"역, 정거장",지하철
28,play,놀다,"2",연필,놀다,가지고 오다,신문
29,sunny,"맑은, 화창한","2","날씨, 기후","맑은, 화창한",날짜,"10월"
28,October,"10월","3",거의,"맑은, 화창한","10월","날씨, 기후"
29,warm,따뜻한,"4",집,우산,오후,따뜻한
29,tall,큰,"1",큰,집,우산,오후
29,hobby,취미,"4",여행하다,교실,달,취미
29,swimming suit,수영복,"3",준비하다,수업,수영복,대중 음악
28,plane,비행기,"4","세계, 세상",일어나다,겨울,비행기
29,winter,겨울,"2",비행기,겨울,"세계, 세상",일어나다
28,energy,에너지,"3",전기,소음,에너지,어리석은
28,agree,동의하다,"4",감기,"쉬다, 휴식을 취하다",모토바이크,동의하다
28,hour,시간,"1",시간,~해야만 한다,늦은,~일지도 모른다
28,may,~일지도 모른다,"2",잃다,~일지도 모른다,시간,늦은
28,favor,"호의, 친절","3",병원,작동하다,"호의, 친절",따뜻한
28,warm,따뜻한,"1",따뜻한,"호의, 친절",작동하다,병원
28,strong,강한,"3",회복하다,이기다,강한,홀로
29,store,"상가, 가게","2",건강한,"상가, 가게",(이름) 성,놀라운
29,celebrate,기념하다,"1",기념하다,불복종하다,결혼하다,기억하다
29,jewelry,보석,"4",초콜릿,장미,선물,보석
29,dance,춤,"3",노래,달리기,춤,마술
29,picnic,소풍,"4",다과,깃발,무대,소풍
29,tablecloth,테이블보,"4",옷,식탁,옷감,테이믈보
29,disappointed,실망한,"3",이상한,지루한,실망한,시원한
29,native,토착의,"4",희망의,이주의,존경의,토착의
29,adopt,채택하다,"4",사다,기념하다,취소하다,채택하다
29,century,세기,"1",세기,달력,날짜,날짜
29,culture,문화,"4",국가,약속,도시,문화
29,shiny,빛나는,"4",어두운,중요한,뿌리는,빛나는
29,horn,피리,"4",바이올린,파리,피아노,피리
29,improve,향상시키다,"1",향상시키다,저하시키다,이해시키다,분리시키다
29,talented,재능 있는,"1",재능 있는,참을성 있는,끈기 있는,재미있는
29,vegetable,야채,"3",빵,과일,야채,곡물
30,wild,야생의,"3",넓은,~동안,야생의,날씨
30,orchestra,오케스트라,"3",과수원,악기,오케스트라,타조
30,treat,대우하다,"3",위협하다,위장하다,대우하다,억압하다
30,assume,"사실이라고 보다, 가정하다","2",증명하다,"사실이라고 보다, 가정하다",확인하다,보증하다
30,swear,맹세하다,"2",달콤한,맹세하다,땀을 흘리다,옷을 입다
30,rumor,소문,"1",소문,진실,한 덩어리,"유머, 해학"
30,approximately,대략,"2",정확히,대략,멀리,빨리
30,footprint,발자국,"3",프린트,조각상,발자국,걸음마
30,ape,유인원,"1",유인원,땅을 파다,선사시대의,옛날의
30,cheek,"뺨, 볼","4",체크하다,추운,이마,"뺨, 볼"
30,exact,정확한,"2",실험적인,정확한,설명하는,운동의
30,mustache,콧수염,"2",근육,콧수염,구렛나루,겨자
30,Confucius,공자,"4",맹자,논어,불교,공자
30,scarce,"드문, 부족한","3",두려운,점수,"드문, 부족한",비명
30,dawn,"새벽녘, 동틀 무렵","2",잔디,"새벽녘, 동틀 무렵",하품하다,하품
30,archaeology,고고학,"3",지리학,지리학자,고고학,고고학자
30,psychology,심리학,"2",고고학,심리학,지질학,체육의
30,belong to,~에 속하다,"4",~에 아래로 가다,~에 의지하다,~보다 길다,~에 속하다
31,violent,"강렬한, 폭력적인","2",보라색,"강렬한, 폭력적인",위반하다,생물학의
31,soldier,군인,"4",전쟁,판매,싸움,군인
31,respect,존경,"3",반사,반복,존경,결과
31,stupid,어리석은,"1",어리석은,똑똑한,고집스러운,피곤한
31,pretend,~인 체하다,"2",준비하다,~인 체하다,방해하다,막다
31,add,더하다,"3",유인원,부수적인,더하다,빼다
31,evil,악,"4",부러워하는,시기하는,선,악
31,respond,응답하다,"3",존경하다,반사하다,응답하다,회수하다
31,victim,희생자,"2",희생하다,희생자,피해를 주다,피난하다
31,picture,마음속에 그리다,"3",투수,문화,마음속에 그리다,모험하다
31,average,"평범한, 보통의","2",음료의,"평범한, 보통의",사기를 충전시키는,용기 있는
31,in detail,상세하게,"3",광범위하게,선명하게,상세하게,대략적으로
31,hatch,부화하다,"1",부화하다,한껏 뻗다,잡다,~에 필적하다
31,stretch,한껏 뻗다,"3",부화하다,"긁다, 할퀴다",한껏 뻗다,무릎 꿇다
31,straight,"곧은, 똑바른","3",곡선의,줄무늬의,"곧은, 똑바른",휘어진
31,task,임무,"1",임무,요령,질문,술수
31,unreasonable,합리적이지 않은,"3",이유가 있는,이성적인,합리적이지 않은,합리적인
31,coworker,동료,"1",동료,회사,직장,고용주
31,real estate,부동산,"2",실물,부동산,진짜의,현 상황의
31,optimist,낙관적인 사람,"4",우울한 사람,비관적인 사람,중립적인 사람,낙관적인 사람
31,psychologist,심리학자,"2",물리학자,심리학자,내과 의사,신체의
31,depression,"불경기, 불황","1","불경기, 불황",압축,"인상, 감명",표현
31,frightened,겁먹은,"4",싸움을 거는,전투기,비행의,겁먹은
31,economic,경제의,"4",생태학,생태계,정치의,경제의
31,distance,거리,"4",폭발,문화,개인,거리
31,rest,쉬다,"4",면도하다,주의하다,한숨쉬다,쉬다
31,serious,심각한,"1",심각한,필수적인,기울어진,정직한
31,architect,건축가,"3",상상력,유령,건축가,전선
31,murder,살인하다,"3",거절하다,매혹하다,살인하다,애원하다
31,object,물체,"1",물체,산소,점,중력
31,oxygen,산소,"3",점,경고,산소,신호
31,stare,응시하다,"3",감소하다,매혹하다,응시하다,우러러보다
31,legend,전설,"2",해안가,전설,신호,중력
31,explore,탐험하다,"4",감소하다,매혹하다,재활용하다,탐험하다
31,hide,숨기다,"1",숨기다,속이다,훔치다,감소하다
31,warning,경고,"2",환경,경고,지혜,의상
31,recycle,재활용하다,"2",숨기다,재활용하다,시험하다,속이다
31,receive,받다,"4",생각나게 하다,재활용하다,시험하다,받다
31,shrink,줄어들다,"1",줄어들다,측정하다,시험하다,귓속말하다
31,shooting star,별똥별,"1",별똥별,선인장,모험,특징
30,nominate,"지명하다, 후보가 되다","2",상을 타다,"지명하다, 후보가 되다",지위를 박탈 당하다,지배하다
30,carriage,"탈 것, 객차","3",운반인,운송,"탈 것, 객차",나르다
30,tear up,찢다,"4",울다,소리치다,붙이다,찢다
30,pastor,목사,"1",목사,붙이기,목장,목초
30,passionately,열렬하게,"2",열정,열렬하게,열정적인,열의가 있다
30,military,군대의,"4",수백만의,전쟁의,백만장자의,군대의
30,complicated,복잡한,"3",불평하는,불편한,복잡한,편안한
30,shelter,피난처,"3",조개껍질,선반,피난처,여행지
31,unique,독특한,"2",다양한,독특한,평범한,월등한
31,at risk,위험한 상태에,"1",위험한 상태에,편안한 상태에,지루한 상태에,동적인 상태에
31,hunting,사냥,"4",채집,농사,수확,사냥
31,income,수입,"2",지출,수입,예산,회비
31,reproduction,번식,"2",생산,번식,농산물,제품
31,path,"통로, 길","4",통계,통찰,통과,"통로, 길"
31,eventually,결국,"3",사건,실제로,결국,행사
31,disease,질병,"2",속임수,질병,노출,제약
31,remove,제거하다,"1",제거하다,움직이다,이사하다,회복하다
31,protein,단백질,"3",탄수화물,비타민,단백질,지방
31,oxygen,산소,"1",산소,이산화탄소,질소,수소
31,examine,조사하다,"2",운동하다,조사하다,관리하다,측정하다
31,starve,굶주리다,"4",시작하다,놀라게 하다,포식하다,굶주리다
31,severe,심각한,"4",인내하는,숨기는,가벼운,심각한
31,master`s degree,석사 학위,"2",학사 학위,석사 학위,박사 학위,대학 졸업
31,spinach,시금치,"2",상추,시금치,오이,배추
30,weigh,무게가 나가다,"2",무게,무게가 나가다,무거운,저울
30,graduation,졸업,"1",졸업,퇴직,은퇴,사망
30,present,선물,"3",설명,인사,선물,참석
30,remember,기억하다,"3",놓치다,작별하다,기억하다,싫어하다
30,form,구성하다,"2",농사짓다,구성하다,촬영하다,사진을 찍다
30,bend,굽히다,"2",밴드를 만들다,굽히다,발견하다,나타나다
30,alien,외계인,"3",괴물,야수,외계인,침입자
30,actress,여배우,"2",감독,여배우,작가,주연
30,appointment,약속,"1",약속,광고,지팡이,우리
30,canal,운하,"1",운하,터널,교량,바다
30,continue,지속되다,"3",중단되다,참가하다,지속되다,소리 지르다
30,nervous,긴장한,"3",피곤한,용감한,긴장한,느긋한
30,fault,잘못,"1",잘못,오해,실력,경기
30,lesson,교훈,"2",감소,교훈,증가,과거
30,failure,실패,"3",성공,결과,실패,실수
30,problem,문제,"1",문제,정답,시험,합격
30,pass,합격하다,"3",불합격하다,정리하다,합격하다,배우다
31,gravity,중력,"2",우주선,중력,먼지,지구
31,find out,알아내다,"4",실험,계속되다,예견하다,알아내다
31,acid rain,산성비,"2","흙, 토양",산성비,황,질소
30,soil,"흙, 토양","2",황,"흙, 토양",산성비,석탄
31,tire,타이어,"2",쓰레기,타이어,환경,알루미늄
30,solve,해결하다,"3",발명하다,재충전하다,해결하다,혼성의
31,ultraviolet,자외선의,"1",자외선의,얇은,"방사, 복사",피부
31,skin,피부,"1",피부,"방사, 복사",자외선의,얇은
27,"1.0","1.0","2","1.0","1.0","1.0","1.0"
31,taster,맛보는 사람,"1",맛보는 사람,"직업의, 전문적인",미뢰,외관
30,fireman,소방관,"4",기억하다,위험한,불꽃,소방관
30,trainer,훈련사,"2",건강한,훈련사,"일반 사람들, 대중",눈먼
30,melt,녹다,"4",일년 내내,무게가 나가다,의식,녹다
30,all year long,일년 내내,"1",일년 내내,쌓다,녹다,무게가 나가다
30,messy,지저분한,"3",양,유사한,지저분한,한 입 가득
30,amount,양,"2",지저분한,양,엄지손가락,유사한
31,amount,양,"2",지저분한,양,엄지손가락,유사한
31,practice,"늘 행하다, 신봉하다","2",온화한,"늘 행하다, 신봉하다",종교,신성한
31,gentle,온화한,"3",종교,어머니다운,온화한,신성한
30,sting,"침, 쏘다","1","침, 쏘다",기어가다,아픈,털썩 내려뜨리다
31,sting,"침, 쏘다","1","침, 쏘다",기어가다,아픈,털썩 내려뜨리다
30,puppet,꼭두각시,"3","우울, 침울",계속되다,꼭두각시,신음하다
31,puppet,꼭두각시,"3","우울, 침울",계속되다,꼭두각시,신음하다
30,luxury,사치품,"1",사치품,여기다,편의,현대적인
31,contagious,전염성의,"2",하품하다,전염성의,퍼뜨리다,갑자기
30,spread,퍼뜨리다,"2",나무라다,퍼뜨리다,갑자기,하품하다
31,extend,늘이다,"3",최근에,긴장을 풀어 주다,늘이다,환자
31,guest,손님,"4",맛있는,전설,요리법,손님
30,vendor,판매업자,"4",명령하다,황제,방법,판매업자
31,advertise,광고하다,"1",광고하다,번역하다,생산품,"조사, 연구"
30,curious,호기심 있는,"3",수도승,"관목, 수풀",호기심 있는,보호하다
31,negative,부정적인,"2",무덤,부정적인,탐험가,숭배하다
30,papyrus,파피루스,"1",파피루스,끓이다,장식,재료
31,papyrus,파피루스,"1",파피루스,끓이다,장식,재료
31,boil,끓이다,"2",장식,끓이다,파피루스,시
31,poetry,시,"2",끓이다,시,장식,재료
31,view,보다,"4",아래에,창조하다,영혼,보다
31,disappearance,실종,"2",삼각형의,실종,선원,불가사의한
30,theory,"학설, 이론","1","학설, 이론",불확실한,"기념물, 유적",종교적인
30,wizard,마법사,"4","학설, 이론","기념물, 유적",불확실한,마법사
31,wizard,마법사,"4","학설, 이론","기념물, 유적",불확실한,마법사
30,religious,종교적인,"1",종교적인,불확실한,마법사,"기념물, 유적"
30,pyramid,피라미드,"3",큰 덩어리,건축물,피라미드,석판
30,structure,건축물,"3",피라미드,석판,건축물,큰 덩어리
31,limestone,석회암,"4",큰 덩어리,피라미드,건축물,석회암
30,statue,동상,"2",새기다,동상,왕조,"동굴, 석굴"
30,endure,견디다,"3","동굴, 석굴",왕조,견디다,새기다
30,servant,하인,"3",교회,왕족,하인,부유한
31,servant,하인,"3",교회,왕족,하인,부유한
31,church,교회,"4",왕족,하인,부유한,교회
30,devote,바치다,"4",나누다,예언자,정신적인,바치다
31,devote,바치다,"4",나누다,예언자,정신적인,바치다
30,spiritual,정신적인,"3",나누다,관계,정신적인,예언자
30,value,가치,"1",가치,"추측의, 견적의",창의성,"수확, 추수"
30,phrase,"구, 표현","2",나누다,"구, 표현","추첨, 제비뽑기",약혼
31,phrase,"구, 표현","2",나누다,"구, 표현","추첨, 제비뽑기",약혼
30,volunteer,지원자,"4",땋은 머리,위치하다,조상,지원자
31,harsh,혹독한,"1",혹독한,깃털,장식하다,매혹적인
30,chlorophyll,엽록소,"3",준비하다,색소,엽록소,보존하다
31,chlorophyll,엽록소,"3",준비하다,색소,엽록소,보존하다
31,pigment,색소,"1",색소,엽록소,보존하다,준비하다
30,shine,비치다,"2",색소,비치다,보존하다,엽록소
31,beginner,초보자,"1",초보자,감동을 주다,연습(하다),쫓다
30,collect,수집하다,"2",우표,수집하다,인기 있는,배달
30,popular,인기 있는,"4",받다,우표,수집하다,인기 있는
31,popular,인기 있는,"4",받다,우표,수집하다,인기 있는
30,delivery,배달,"2",수집하다,배달,인기 있는,우표
31,get into trouble,꾸지람을 듣다,"4",연습하다,"디자인, 설계",체육관,꾸지람을 듣다
30,only a few,극히 소수의,"2",꾸지람을 듣다,극히 소수의,연습하다,"디자인, 설계"
31,elf,요정,"1",요정,손수건,교활한,심술맞은
31,temple,"신전, 사원","2",전투,"신전, 사원",섬기다,기도하다
31,serve,섬기다,"2","신전, 사원",섬기다,전투,고삐
31,myth,신화,"1",신화,향기로운,불사조,초자연적인 불가사의한
30,phoenix,불사조,"4",초자연적인 불가사의한,신화,향기로운,불사조
26,wake up,～를 깨우다,"4",먹다,보다,달리다,～를 깨우다
26,kids,아이들,"4",교사들,소방관들,어른들,아이들
26,last year,작년,"2",어제,작년,내년,내일
26,stop,멈추다,"2",시작하다,멈추다,앉다,일어나다
26,science,과학,"3",영어,음악,과학,수학
26,speak,말하다,"2",읽다,말하다,듣다,쓰다
26,see a doctor,병원에 가다,"3",일하다,낮잠을 자다,병원에 가다,데이트하다
26,sorry,미안한,"4",쉬운,어려운,즐거운,미안한
26,be full,배부른,"1",배부른,배고픈,굶주린,불안한
26,stay home,집에 있다,"4",외출하다,여행하다,떠나다,집에 있다
26,card,카드,"2",편지,카드,연필,지우개
26,excuse,용서하다,"2",화를 내다,용서하다,짜증내다,즐겁다
26,bike,자전거,"1",자전거,자동차,버스,기차
26,careful,조심하는,"2",부주의한,조심하는,조용한,시끄러운
26,tallest,키가 가장 큰,"4",가장 작은,가장 짧은,가장 얇은,키가 가장 큰
26,glove,장갑,"2",목도리,장갑,신발,재킷
26,help,돕다,"3",부탁하다,찾다,돕다,이해하다
26,brown,갈색의,"3",녹색의,빨간색의,갈색의,파란색의
26,blond,금발의,"3",백발의,곱슬 머리의,금발의,긴 머리의
26,player,연주자,"2",디자이너,연주자,교사,코미디언
26,singer,가수,"2",화가,가수,코미디언,교사
26,sound,소리가 나다,"3",냄새가 나다,느낌이 들다,소리가 나다,보다
26,chocolate,초콜릿,"4",과자,아이스크림,피자,초콜릿
26,contest,대회,"2",방송,대회,수업,체육
26,turn down,소리를 작게 하다,"4",소리를 크게 하다,소리가 나다,소리를 끄다,소리를 작게 하다
26,order,주문하다,"1",주문하다,배달하다,사다,제공하다
26,already,"이미, 벌써","2",아직,"이미, 벌써",늦은,정각의
26,box,상자,"1",상자,책상,탁자,서랍
26,piece,조각,"3",집단,전체,조각,유리
26,Saturday,토요일,"4",일요일,화요일,금요일,토요일
26,February,"2월","1","2월","11월","8월","6월"
26,flight attendant,승무원,"2",승객,승무원,안내원,점원
26,customs,세관,"4",면세점,안내소,수색대,세관
26,baggage,여행용 짐,"1",여행용 짐,"봉지, 일회용 봉투",이삿짐,택배
26,a couple of,두 서넛의,"4",여럿의,소수의,하나의,두 서넛의
26,last,마지막의,"1",마지막의,멀지않은,늦은,처음의
26,less,더 적은,"1",더 적은,많은,비슷한,같은
26,front desk,(호텔 등의)프런트,"4",헬스장,안내소,로비,(호텔 등의)프런트
26,pineapple,파인애플,"1",파인애플,딸기,사과,오렌지
26,stay,머무르다,"1",머무르다,확인하다,평가하다,말하다
26,huge,"큰, 거대한","1","큰, 거대한",명백한,풍부한,눈에띄는
26,lane,레인,"2",담장,레인,"큰길,도로",지름길
26,chart,"차트, 표","1","차트, 표","초안, 도면",견적,신분증
26,surprised,놀란,"4",무서운,"평온한, 침착한",수줍은,놀란
26,game,"게임, 경기","3",운동,공부,"게임, 경기",숙제
26,souvenir,기념품,"1",기념품,공산품,사은품,특산물
26,delicious,맛있는,"4",독특한,매운,수줍은,맛있는
26,nervous,불안한,"4",편안한,수줍은,무서운,불안한
26,favorite,가장 좋아하는,"1",가장 좋아하는,최선의,올바른,추가의
26,fifth grade,"5학년","4","2학년","3학년","4학년","5학년"
26,school,학교,"2",은행,학교,집,공원
26,backyard,"뒤뜰, 뒷마당","3",마당,놀이터,"뒤뜰, 뒷마당",공원
26,trip,여행,"3","부족, 종족",명소,여행,산책
26,remember,기억하다,"1",기억하다,생각하다,혼동하다,확인하다
26,almost,거의,"4",전부,소수의,하나의,거의
26,what else,그 밖에 무언가,"3",~같은,~의 결과,그 밖에 무언가,그 외 에도
26,neighborhood,이웃 사람들,"2",친구,이웃 사람들,가족,학급
26,tie,묶다,"4",손대다,물다,닦다,묶다
26,power,"능력, 힘","4",욕심,교훈,행동,"능력, 힘"
26,hug,껴안다,"3",만지다,입고 있다,껴안다,몰래 움직이다
26,awful,끔찍한,"1",끔찍한,건강한,목마른,배고픈
26,quiet,조용한,"2",시끄러운,조용한,목마른,배고픈
26,blow,바람이 불다,"2",비가 흠뻑 오다,바람이 불다,해가 뜨다,시원하다
26,die,죽다,"3",먹다,마시다,죽다,살다
26,agree,동의하다,"2",질문하다,동의하다,판결하다,계속하다
26,crowded,붐비는,"4",부족한,제한된,한가로운,붐비는
26,weasel,족제비,"3",여우,늑대,족제비,너구리
26,crawl,기어가다,"2",걷다,기어가다,달아나다,뛰어들어가다
26,spread,펼치다,"2",접다,펼치다,구기다,찢다
26,several,몇몇의,"1",몇몇의,단 하나의,다른 하나의,얼마간
26,at night,밤에,"3",아침에,정오에,밤에,새벽에
26,hurry,서두르다,"2",기다리다,서두르다,기어가다,날아가다
26,look at,응시하다,"2",토론하다,응시하다,윙크하다,기다리다
26,argue,토론하다,"1",토론하다,동의하다,반대하다,결정하다
26,problem,문제,"1",문제,지식,정보,기술
26,nearby,근처의,"1",근처의,멀리,특유의,몇몇의
26,mirror,거울,"3",은,보석,거울,황금
26,several,몇몇의,"3",근처의,특유의,몇몇의,멀리
28,fine,좋은,"4",딱딱한,시원한,나쁜,좋은
28,same,같은,"1",같은,다른,멋진,힘든
28,fifth,다섯 번째의,"1",다섯 번째의,여섯 번째의,일곱 번째의,열 번째의
29,telephone,전화,"2",편지,전화,주소,연락
28,present,참석한,"3",결석한,비슷한,참석한,작은
29,diary,일기,"4",집,안경,농담,일기
29,bird,새,"2",양,새,말,소
29,evening,저녁,"4",새벽,아침,오후,저녁
29,brother,남자 형제,"1",남자 형제,여자 형제,아버지,어머니
28,lunch,점심 식사,"2",후식,점심 식사,저녁 식사,아침 식사
28,remember,기억하다,"1",기억하다,환호하다,계속하다,소개하다
29,remember,기억하다,"1",기억하다,환호하다,계속하다,소개하다
28,invite,초대하다,"4",받다,만나다,떠나다,초대하다
29,restaurant,"음식점, 식당","4",건물,강당,야구장,"음식점, 식당"
29,weekend,주말,"4",방학,석양,휴가,주말
28,swim,수영하다,"3",참가하다,안내하다,수영하다,도착하다
29,swim,수영하다,"3",참가하다,안내하다,수영하다,도착하다
29,straw,빨대,"3",컵,음식,빨대,음료수
28,interesting,흥미 있는,"3",즐거운,지루한,흥미 있는,관심 있는
28,sale,"판매, 염가 판매","4",구입,계산대,슈퍼마켓,"판매, 염가 판매"
28,look at,~을 보다,"1",~을 보다,~을 찾다,~을 돌보다,~을 조사하다
29,price,가격,"1",가격,합계,점원,포장지
28,night,밤,"1",밤,새벽,정오,자정
28,weather,날씨,"2",구름,날씨,번개,바람
29,temperature,온도,"4",보고,결과,영향,온도
28,degree,(온도의) 도,"2",손상,온도의(도),스위치,온도계
28,mean,의미하다,"1",의미하다,머무르다,설명하다,주장하다
29,always,항상,"4",또한,거의,홀로,항상
29,photo,사진,"3",녹화,영화관,사진,영상
29,summer,여름,"2",봄,여름,가을,겨울
28,mine,내 것,"3",그의 것,너의 것,내 것,그들의 것
28,garden,정원,"4",흙,꽃,식물,정원
28,library,도서관,"2",교실,도서관,사무실,체육관
29,fast,빠른,"4",얇은,넓은,느린,빠른
28,photographer,사진가,"4",작가,판사,무용가,사진가
28,hobby,취미,"1",취미,우표,가난,활동
29,collar,"칼라, 옷깃","4",옷,소매,재봉틀,"칼라, 옷깃"
28,trick,"속임수, 묘기","2",마법,"속임수, 묘기",마술사,서커스
29,raise,"키우다, 재배하다","4",나르다,가져가다,공부하다,"키우다, 재배하다"
29,hamster,햄스터,"3",토끼,상어,햄스터,돌고래
29,solve,"풀다, 해결하다","4",포함하다,도착하다,지켜 보다,"풀다, 해결하다"
28,taste,맛보다,"1",맛보다,던지다,나누다,지우다
29,grateful,감사하는,"2",행복한,감사하는,환상적인,고전적인
29,mention,"말하다, 언급하다","4",고려하다,요구하다,(짐을) 싸다,"말하다, 언급하다"
28,middle,중간의,"1",중간의,차분한,단단한,시원한
29,middle,중간의,"1",중간의,차분한,단단한,시원한
29,bridge,다리,"1",다리,벽돌,기차,정거장
28,monkey,원숭이,"3",토끼,염소,원숭이,얼룩말
29,insect,곤충,"3",개미,유충,곤충,나비
29,thicker,더 두꺼운,"3",더 더운,더 추운,더 두꺼운,더 무거운
29,giraffe,기린,"2",곰,기린,하마,호랑이
29,meal,식사,"1",식사,후식,과자,사탕
29,pocket,주머니,"2",옷깃,주머니,지퍼,단추
29,hospital,병원,"3",시청,강당,병원,학교
28,ill,아픈,"1",아픈,젖은,힘든,달콤한
28,thirsty,목마른,"2",배고픈,목마른,철저한,자랑스러운
29,thirsty,목마른,"2",배고픈,목마른,철저한,자랑스러운
28,face,얼굴,"2",턱,얼굴,이마,눈썹
28,appointment,약속,"2",출석,약속,예약,주문
29,garlic,마늘,"1",마늘,설탕,소금,고추
28,forget,잊다,"2",먹다,잊다,뱉다,짖다
29,sesame,참깨,"3",콩,깻잎,참깨,감자
28,broil,굽다,"2",찌다,굽다,볶다,삶다
28,wheat,밀,"3",쌀,조,밀,보리
29,dinosaur,공룡,"2",얼룩말,공룡,하마,코끼리
28,turtle,거북,"1",거북,물개,공작,백조
29,turtle,거북,"1",거북,물개,공작,백조
29,move,움직이다,"3",춤추다,노래하다,움직이다,여행하다
29,electricity,전기,"2",전자,전기,전파,전선
29,beg,"부탁하다, 빌다","4",묻다,요청하다,대답하다,"부탁하다, 빌다"
29,cleaner,청소기,"1",청소기,가습기,세탁기,텔레비전
29,reduce,줄이다,"2",고치다,줄이다,먹이다,늘이다
28,woodcutter,나무꾼,"1",나무꾼,숲,도끼,덤불
29,woodcutter,나무꾼,"1",나무꾼,숲,도끼,덤불
